episode_rewards,success_rates,actor_losses,critic_losses,q1_values,q2_values,
-1,,2.962864876,0.588428438,-4.392742634,-4.369315624,
-3,,0,0.618105173,-4.430558681,-4.421607018,
-1,,2.905792713,0.619980812,-4.191401482,-4.188663483,
-3,,0,0.49238041,-4.566934586,-4.588317394,
0,,3.186626196,0.535305917,-4.58585453,-4.649186611,
-3,,0,0.523181558,-4.371344566,-4.416233063,
-5,,3.043678761,0.62507534,-4.430999756,-4.387959957,
-2,,0,0.575716853,-4.301743031,-4.24712038,
-2,,2.874959707,0.635987997,-4.330477715,-4.287173271,
-2,,0,0.522645116,-4.095406532,-4.112285614,
-3,,3.093065262,0.532057524,-4.363466263,-4.40718174,
-2,,0,0.54744029,-4.422587872,-4.405709267,
-1,,3.094578743,0.580162764,-4.45526123,-4.419329166,
-2,,0,0.635269642,-4.259931564,-4.252034187,
-3,,3.110899687,0.546883583,-4.470320702,-4.504472256,
-3,,0,0.523057699,-4.243211269,-4.310120583,
-3,,3.112726212,0.433588684,-4.288163185,-4.321597099,
-1,,0,0.644891798,-4.504968643,-4.492650509,
-1,,2.97237134,0.564034402,-4.429717064,-4.383795261,
-1,,0,0.534116089,-4.422783852,-4.356285572,
-2,,3.081062078,0.493023455,-4.489575386,-4.460520744,
-2,,0,0.693307877,-4.329608917,-4.39553833,
-3,,3.029034853,0.469765723,-4.243575573,-4.310325623,
-2,,0,0.569007218,-4.519413948,-4.534679413,
-3,,2.974066257,0.45836556,-4.433912277,-4.373168945,
-2,,0,0.56953156,-4.58232975,-4.526799202,
-3,,3.23554945,0.499594808,-4.598355293,-4.610736847,
-2,,0,0.578900397,-4.454098701,-4.525906563,
-3,,3.132638931,0.465044647,-4.47881794,-4.521450996,
-1,,0,0.549601376,-4.34141922,-4.29669857,
-3,,3.094696045,0.558992386,-4.507091522,-4.402743816,
-2,,0,0.54939729,-4.371467113,-4.31870079,
-3,,3.050843954,0.47386083,-4.336913109,-4.409100533,
-3,,0,0.516157627,-4.234606743,-4.308895588,
-2,,3.247510433,0.446093351,-4.454212189,-4.454977512,31
-4,,0,0.655006528,-4.486135483,-4.398153305,
-1,,3.113499641,0.529213667,-4.546765327,-4.495575905,
-1,,0,0.595199823,-4.315496922,-4.315896034,
-1,,3.082052708,0.51067853,-4.050167084,-4.205166817,
0,,0,0.470923156,-4.683535576,-4.743926048,
-3,,3.458913326,0.424865216,-4.579766273,-4.502183437,
-3,,0,0.626461029,-4.656450272,-4.516982079,
-3,,3.0569942,0.683224678,-4.429665089,-4.400031567,
-3,,0,0.590222836,-4.32049942,-4.424455643,
-2,,3.345116138,0.546394467,-4.427812576,-4.528775215,
-2,,0,0.556240797,-4.617292404,-4.60855341,
-2,,3.113630772,0.581951916,-4.47617054,-4.394589424,
-1,,0,0.425244927,-4.521514893,-4.467047215,
-3,,2.997421741,0.503635108,-4.238057137,-4.236827374,
-3,,0,0.635864615,-4.332624435,-4.425620556,
-2,,3.201251984,0.583343744,-4.49868679,-4.551134109,
0,,0,0.542939365,-4.586690903,-4.539859295,
-2,,3.284128666,0.367974341,-4.556416035,-4.497709274,
-3,,0,0.584361374,-4.452355385,-4.453523636,
-2,,3.187459469,0.834456801,-4.556818962,-4.593451023,
-3,,0,0.456354558,-4.434039116,-4.46655798,
0,,3.067278385,0.538113594,-4.352213383,-4.341813087,
0,,0,0.611829996,-4.464984894,-4.380615234,
-3,,3.068656683,0.646631181,-4.281701088,-4.233697414,
-3,,0,0.519407392,-4.302985191,-4.375454903,
-2,,3.390662432,0.412513763,-4.584352016,-4.688521385,
-2,,0,0.6215837,-4.558982372,-4.589758396,
-2,,3.022075176,0.676317513,-4.492131233,-4.39275074,
-1,,0,0.565279841,-4.315085411,-4.246927261,
-1,,2.891227245,0.574682593,-4.210878849,-4.243873596,
-1,,0,0.443775415,-4.338095665,-4.464804649,
-1,,3.168181419,0.67608577,-4.426991463,-4.476565838,
-2,,0,0.536680698,-4.559129715,-4.440073967,
-2,,2.729723215,0.585902035,-4.160198689,-4.038878918,
-1,,0,0.553744912,-4.299576283,-4.307610989,
-2,,3.182313442,0.470711052,-4.401476383,-4.527023792,
-3,,0,0.538010955,-4.494750023,-4.569952965,
0,,3.349482536,0.462686151,-4.56916523,-4.564342022,
0,,0,0.590164721,-4.663315296,-4.552511215,
-3,,2.941385031,0.516505301,-4.236976624,-4.142255783,
-2,,0,0.703393221,-4.533763885,-4.527853966,
-2,,3.20591855,0.530927122,-4.4535079,-4.590947151,
-1,,0,0.501578569,-4.213414192,-4.319438457,
-3,,3.149199963,0.5343647,-4.333131313,-4.324112892,
-3,,0,0.595755935,-4.538536072,-4.362356186,
-2,,3.197600603,0.739656091,-4.629205704,-4.530045033,
-1,,0,0.533854067,-4.290982723,-4.368567467,
-2,,2.988411903,0.574768126,-4.253867149,-4.407658577,
-3,,0,0.529408932,-4.426405907,-4.471731186,
-2,,3.315394878,0.501467049,-4.667733192,-4.581818104,
-1,,0,0.708092272,-4.577151775,-4.486658096,
-3,,2.998220682,0.465899169,-4.424017906,-4.389175415,
-3,,0,0.507227302,-4.483440876,-4.534211159,
-3,,3.021607876,0.492758423,-4.359786987,-4.408331871,
0,,0,0.547599614,-4.091385841,-4.128920555,
-2,,3.211188793,0.589511395,-4.385525703,-4.378617287,
-2,,0,0.707165301,-4.496520042,-4.427789688,
-2,,3.039860725,0.523316205,-4.42469883,-4.397088051,
-1,,0,0.52776742,-4.400672436,-4.416482925,
-3,,3.050677299,0.491957784,-4.333217144,-4.355350971,
-1,,0,0.547053576,-4.321013451,-4.365542889,
-1,,3.108990908,0.479352236,-4.411667824,-4.377742767,
-2,,0,0.675968885,-4.243619919,-4.218637466,
-3,,2.966001034,0.475239724,-4.358671188,-4.408989906,
0,,0,0.67110765,-4.219035625,-4.274008274,
-2,,3.165864944,0.52856046,-4.369480133,-4.355252266,
-2,,0,0.52517426,-4.356982231,-4.292275429,
0,,2.986053944,0.898465157,-4.440425873,-4.415298462,
0,,0,0.556710899,-4.315680504,-4.318071365,
-1,,3.142251492,0.460289598,-4.476910114,-4.487160683,
-1,,0,0.489900976,-4.320309639,-4.328077316,
-2,,3.203424454,0.55035305,-4.497332573,-4.521826744,
-3,,0,0.612363458,-4.370942116,-4.377938271,
-2,,3.304289818,0.447914988,-4.484512329,-4.441658974,
-2,,0,0.570056856,-4.296657085,-4.267410278,
-2,,2.756632328,0.534565568,-4.132841587,-4.156489372,
-3,,0,0.45857501,-4.311638832,-4.37168169,
0,,3.104284763,0.585212708,-4.231453896,-4.237477303,
0,,0,0.598086476,-4.276593208,-4.258143425,
-3,,3.352297544,0.484468251,-4.599742413,-4.642752647,
-2,,0,0.57474035,-4.542303085,-4.561518192,
-2,,3.132874966,0.499640882,-4.525028706,-4.516713142,
0,,0,0.573200405,-4.009509563,-3.907019615,
-2,,3.089402199,0.598832548,-4.362232208,-4.306996346,
-3,,0,0.538793027,-4.268428802,-4.298361778,
-3,,3.104739904,0.470119774,-4.328070164,-4.433922291,
-2,,0,0.442967772,-4.607605934,-4.627070427,
-3,,3.01399374,0.536491275,-4.314752579,-4.245275021,
-2,,0,0.49825567,-4.425678253,-4.349875927,
-2,,2.934944153,0.516961813,-4.303614616,-4.308443069,
-3,,0,0.516846597,-4.207950592,-4.311526775,
-2,,3.182076931,0.618988514,-4.339378357,-4.424458504,
0,,0,0.49102512,-4.394539833,-4.378094673,
-3,,3.089040518,0.598119378,-4.302063465,-4.199525833,
-2,,0,0.49520278,-4.398464203,-4.306934834,
-3,,3.031097889,0.590001106,-4.315051079,-4.364250183,
-3,,0,0.453866005,-4.361819267,-4.465841293,
-2,,3.070996284,0.566208363,-4.295828819,-4.365023136,
-3,,0,0.472239137,-4.217502594,-4.123495579,
-3,,3.120373487,0.554394245,-4.487555027,-4.380122662,
-4,,0,0.59446907,-4.343186378,-4.340572357,
-3,,2.815648317,0.529128909,-4.225349426,-4.315753937,
-2,,0,0.653972745,-4.281575203,-4.343083382,
-2,,2.931476355,0.471179396,-4.235307693,-4.199323654,
-3,,0,0.495403796,-4.508146286,-4.43916893,
-3,,2.975423098,0.494448304,-4.364953995,-4.33468771,
-1,,0,0.709816635,-4.380318642,-4.415511131,
-3,,3.021681547,0.540967405,-4.397112846,-4.49516964,
-2,,0,0.484584063,-4.297967434,-4.343250275,
0,,2.97213459,0.395843774,-4.322299004,-4.244030476,
-1,,0,0.477295637,-4.41706562,-4.353591442,
0,,2.93837595,0.685897768,-4.462063789,-4.434924126,
-2,,0,0.476652741,-4.432642937,-4.475478649,
-3,,2.730768681,0.497524589,-4.143484116,-4.170629978,
-2,,0,0.413721025,-4.565540314,-4.612185478,
-1,,3.161751986,0.509238482,-4.491317272,-4.487862587,
-4,,0,0.522351205,-4.505152225,-4.445598125,
0,,3.07589817,0.550046504,-4.629157543,-4.575471878,
-2,,0,0.733783603,-4.284895897,-4.297285557,
-2,,3.100914001,0.562873542,-4.52778101,-4.575541496,
-1,,0,0.573479056,-4.227087975,-4.253278732,
-2,,3.100079536,0.536169052,-4.340220451,-4.369287491,
-2,,0,0.50532794,-4.519591331,-4.481755257,
-2,,2.90072608,0.52576232,-4.404015541,-4.314409256,
-2,,0,0.622247458,-4.20511055,-4.225379467,
0,,2.931625605,0.542372525,-4.271290302,-4.316083908,
-1,,0,0.449080318,-4.074576855,-4.119166851,
-2,,3.286774397,0.448337495,-4.528635979,-4.519811153,
-3,,0,0.448369831,-4.549838066,-4.514462471,
-3,,2.907114983,0.429999441,-4.254281044,-4.215139866,
0,,0,0.506032884,-4.382838249,-4.421230316,
-3,,2.976792812,0.593399644,-4.268147469,-4.293141365,
-2,,0,0.54638207,-4.424968719,-4.403580666,
-3,,3.13306427,0.614948094,-4.317083359,-4.333716393,
-2,,0,0.61519146,-4.412619114,-4.39613533,
-3,,3.181745052,0.535229325,-4.488161087,-4.499097347,
0,,0,0.564583778,-4.345490456,-4.303082943,
-3,,3.014786959,0.685234964,-4.245816231,-4.264399529,
0,,0,0.528864026,-4.367058754,-4.341560841,
-1,,3.118809462,0.513558865,-4.413200855,-4.409911156,
-2,,0,0.523437262,-4.34956646,-4.351024628,
-2,,2.902637482,0.415507674,-4.192237854,-4.193228722,
-2,,0,0.611182809,-4.412854671,-4.451563358,
-2,,3.0702281,0.536167264,-4.452775002,-4.459699631,
-3,,0,0.444472015,-4.481276512,-4.459178925,
-2,,2.989967346,0.536051571,-4.413667202,-4.423548698,
-3,,0,0.55404985,-4.279036999,-4.290056229,
-2,,3.064287186,0.527926683,-4.378172398,-4.426869392,
-2,,0,0.590013266,-4.337409973,-4.323056221,
-2,,2.989943981,0.493906975,-4.427246094,-4.403011322,
-2,,0,0.75098753,-4.371088982,-4.330694199,
-2,,3.031888723,0.488281041,-4.549814224,-4.504795551,
0,,0,0.518491864,-4.208766937,-4.236426353,
-2,,2.846343994,0.463082314,-4.133377552,-4.195191383,
-3,,0,0.502945602,-4.260255814,-4.268321991,
-3,,2.915596962,0.508401811,-4.317759037,-4.297625542,
-4,,0,0.430350453,-4.392066002,-4.395750046,
-3,,2.617549419,0.513191938,-4.024238586,-4.062063217,
-2,,0,0.536871552,-4.508405685,-4.567011833,
-2,,2.943082809,0.585296154,-4.269273281,-4.256018162,
-1,,0,0.572536826,-4.501914024,-4.451346397,
-1,,2.952352285,0.400920033,-4.349000931,-4.306324959,
-2,,0,0.44283244,-4.489307404,-4.502756119,
-3,,3.184473276,0.574088871,-4.537321091,-4.553055763,
-2,,0,0.507925153,-4.477153301,-4.469898701,
-2,,2.974817514,0.605037808,-4.429984093,-4.38727808,
0,,0,0.49841249,-4.328623772,-4.325285435,
0,,3.040924788,0.499378502,-4.389805794,-4.410864353,
-3,,0,0.639147341,-4.341222286,-4.3505373,
-3,,2.9176054,0.648044765,-4.342742443,-4.359116554,
-1,,0,0.481811374,-4.521982193,-4.482110023,
-3,,2.912014723,0.442786217,-4.279309273,-4.255103111,
-3,,0,0.450076759,-4.278991699,-4.308368683,
-3,,3.021700859,0.553568721,-4.382194519,-4.428087711,
-3,,0,0.589862823,-4.514464855,-4.504709721,
-1,,2.787803173,0.420564771,-4.272327423,-4.218184471,
-3,,0,0.541442394,-4.291753769,-4.280948639,
-1,,3.056018114,0.515372574,-4.202255249,-4.246809006,
-2,,0,0.529161692,-4.494096756,-4.561988831,
-3,,3.223990917,0.608253896,-4.568350792,-4.519507885,
-2,,0,0.446844488,-4.501797676,-4.425481319,
-3,,2.758979797,0.605794907,-4.140907288,-4.105127335,
-2,,0,0.49493897,-4.304125786,-4.38394928,
-3,,2.968835592,0.657570124,-4.214594841,-4.282941341,
-2,,0,0.552172601,-4.175362587,-4.176893234,
-3,,3.225518465,0.631649613,-4.476229668,-4.412491798,
-3,,0,0.623227954,-4.567786217,-4.491728306,
-3,,2.8433671,0.449431837,-4.372739792,-4.375466347,
-2,,0,0.559011221,-4.190990448,-4.271496773,
-2,,2.921191454,0.584283054,-4.121809006,-4.205832481,
-3,,0,0.435280859,-4.157150269,-4.139917374,
-3,,3.128015041,0.409266114,-4.507985115,-4.444111824,
0,,0,0.565044284,-4.488676071,-4.464751244,
-2,,2.849169731,0.636578083,-4.155628204,-4.156917572,
0,,0,0.487809271,-4.229822636,-4.266942501,
0,,3.122153282,0.441632271,-4.42232275,-4.460910797,
-2,,0,0.519323468,-4.3117342,-4.274160385,
-3,,3.082873344,0.540348113,-4.443332672,-4.417892456,
-1,,0,0.522172093,-4.360648155,-4.327614307,
-2,,3.039695501,0.502104759,-4.45987463,-4.50038147,32
-3,,0,0.479132742,-4.150381565,-4.200423717,
-3,,3.108890772,0.458280027,-4.348400116,-4.376491547,
-1,,0,0.387923896,-4.35343504,-4.313014507,
-3,,3.126139641,0.446384311,-4.483384609,-4.471497536,
-1,,0,0.426658928,-4.442490578,-4.425927162,
0,,2.905303478,0.558181882,-4.299563408,-4.243400574,
-2,,0,0.637531638,-4.303339481,-4.329360962,
0,,3.10012269,0.536082149,-4.259797096,-4.326370239,
-3,,0,0.568001628,-4.369180679,-4.362816811,
-1,,2.986955404,0.509255409,-4.380172729,-4.311971664,
-2,,0,0.57952106,-4.264909267,-4.228521824,
-2,,3.038879395,0.529805303,-4.220044613,-4.250932693,
-2,,0,0.635781169,-4.43520689,-4.548449516,
-2,,3.012058496,0.598057687,-4.311502457,-4.372642517,
-2,,0,0.558764458,-4.51731205,-4.490850925,
0,,3.111893415,0.467751771,-4.387295246,-4.241594315,
-2,,0,0.40231505,-4.317059517,-4.306418419,
-2,,3.200643539,0.50939703,-4.364882946,-4.44208622,
-3,,0,0.590202928,-4.371476173,-4.470893383,
-1,,2.984352827,0.755103827,-4.174908638,-4.142716408,
-2,,0,0.5947119,-4.41121769,-4.303293228,
-3,,3.068009138,0.512020171,-4.333612919,-4.230671883,
-1,,0,0.482754916,-4.298977375,-4.333744526,
-1,,3.026471376,0.418221056,-4.249446392,-4.37390089,
-2,,0,0.495794177,-4.473694801,-4.513554096,
-2,,3.017082691,0.445099652,-4.374110222,-4.295879364,
-2,,0,0.465792507,-4.255358696,-4.169262409,
0,,3.070377827,0.549397349,-4.349983692,-4.38838768,
-3,,0,0.486488044,-4.483873367,-4.589107513,
0,,3.128505707,0.506580949,-4.451779366,-4.473873138,
-3,,0,0.561662316,-4.183702469,-4.120891571,
-4,,3.139783859,0.49868542,-4.317832947,-4.24534893,
-2,,0,0.500918627,-4.455713749,-4.468563557,
-3,,2.935097694,0.538029313,-4.302452564,-4.340553284,
0,,0,0.338207781,-4.19751358,-4.225856781,
-2,,3.163122892,0.546108842,-4.477693081,-4.490116596,
-1,,0,0.422875166,-4.308070183,-4.267583847,
-3,,3.306573868,0.518232584,-4.506812096,-4.506011009,
0,,0,0.644085228,-4.423827171,-4.40711689,
-3,,2.941974163,0.474876434,-4.286888123,-4.314743042,
-2,,0,0.523513317,-4.08475256,-4.045942307,
-1,,3.010257244,0.56306088,-4.240273952,-4.290211678,
-2,,0,0.570563197,-4.378555298,-4.39091444,
-1,,2.971486092,0.602592468,-4.273011208,-4.250519753,
-2,,0,0.608982027,-4.379901409,-4.342781544,
-1,,3.163631916,0.505338073,-4.481728554,-4.490067959,
-3,,0,0.529232144,-4.253703594,-4.283636093,
0,,2.997011662,0.489792377,-4.254029274,-4.262551308,
-3,,0,0.432771683,-4.397628784,-4.43519783,
-3,,3.134843349,0.516369581,-4.472949982,-4.431191444,
-3,,0,0.420184314,-4.333414555,-4.30288887,
-3,,3.099759817,0.49198547,-4.320262909,-4.348625183,
0,,0,0.44401449,-4.475006104,-4.535656929,
-3,,3.119500637,0.627059102,-4.605437756,-4.602448463,
-3,,0,0.571269631,-4.106183052,-4.040017605,
-3,,3.135977745,0.470805287,-4.34770155,-4.316226006,
0,,0,0.523221374,-4.335776329,-4.389548302,
-2,,3.262962818,0.47172755,-4.379906654,-4.379936218,
-1,,0,0.482675076,-4.623095989,-4.642394066,
0,,2.954712868,0.557383239,-4.318977356,-4.254067421,
-1,,0,0.56663239,-4.213914871,-4.197664261,
-3,,3.243876219,0.504879415,-4.555289268,-4.558668137,
-3,,0,0.484555542,-4.280546188,-4.408095837,
-3,,3.052052259,0.541195691,-4.323063374,-4.329148293,
-2,,0,0.541781187,-4.53461647,-4.47168541,
-2,,2.765667915,0.5089764,-4.296040535,-4.191477776,
-1,,0,0.549358845,-4.224975586,-4.233531952,
-2,,3.014637947,0.536186695,-4.207354069,-4.327308655,
-1,,0,0.452093422,-4.650398731,-4.68755722,
-2,,3.044387341,0.571942568,-4.39650774,-4.378183365,
-1,,0,0.395083815,-4.478018761,-4.386795044,
-1,,2.762483358,0.565593719,-4.144070625,-4.073058605,
-1,,0,0.513448119,-4.236730576,-4.292232513,
-3,,2.972327232,0.503393769,-4.184357166,-4.293004036,
-2,,0,0.545391381,-4.253779411,-4.259378433,
-2,,3.150330067,0.484056354,-4.377421856,-4.317574978,
-1,,0,0.422371507,-4.421398163,-4.352890968,
-2,,2.944649935,0.674878597,-4.318561077,-4.30475235,
-2,,0,0.485440493,-4.126381874,-4.168718338,
-3,,2.972061157,0.494016141,-4.264865398,-4.32338953,
-2,,0,0.458748519,-4.381330967,-4.430084229,
0,,3.085786581,0.544443846,-4.346341133,-4.345257759,
-2,,0,0.520547509,-4.243738174,-4.14668417,
-3,,2.894806623,0.587267876,-4.428440094,-4.394908905,
-3,,0,0.585306168,-4.018946648,-4.03753376,
-2,,3.020470619,0.533493102,-4.245053768,-4.326329231,
-1,,0,0.490799099,-4.412178993,-4.422708035,
-2,,2.799214602,0.642486453,-4.302624702,-4.258453846,
-3,,0,0.48418355,-4.360491753,-4.287081718,
-3,,2.703533649,0.493049204,-4.124444962,-4.113288879,
0,,0,0.467238367,-4.233882904,-4.301436424,
-3,,3.242369652,0.485720366,-4.416468143,-4.525469303,
-2,,0,0.430200577,-4.403448105,-4.376103401,
-1,,2.733256817,0.422278255,-4.290543556,-4.165618896,
-3,,0,0.56031239,-4.165534019,-4.121605396,
-1,,2.666396618,0.673363447,-4.050004959,-4.159571648,
-2,,0,0.525506854,-4.442678928,-4.521959305,
-1,,3.217570305,0.497810036,-4.528530121,-4.542490005,
-1,,0,0.475728691,-4.376790524,-4.279268265,
-3,,3.030138731,0.441130221,-4.545642853,-4.43474102,
-3,,0,0.445114404,-4.288057327,-4.296947479,
-3,,2.665839434,0.489442796,-4.028372288,-4.106367111,
-3,,0,0.47432065,-4.163953304,-4.250957012,
-3,,3.14879179,0.616773367,-4.324463367,-4.286135674,
-1,,0,0.427728832,-4.273416519,-4.179195881,
-2,,3.187357664,0.46337837,-4.523646832,-4.5277915,
0,,0,0.481353045,-4.288383961,-4.361917019,
-1,,3.248672962,0.362177491,-4.504071712,-4.594801903,
-2,,0,0.493753642,-4.166402817,-4.157465935,
-2,,3.210409641,0.570444465,-4.475804329,-4.393242359,
-2,,0,0.563816309,-4.14568615,-4.122087479,
-50,,2.99815774,0.420213521,-4.349769592,-4.350403786,
0,,0,0.516699791,-4.374230385,-4.390939236,
-3,,2.684504986,0.630808115,-4.003635883,-4.027351379,
-1,,0,0.485358357,-4.094222069,-4.026911259,
-2,,2.955311775,0.41211912,-4.260938644,-4.251340389,
-1,,0,0.711326241,-4.366713524,-4.387999058,
-3,,2.801744938,0.633053899,-4.31247139,-4.326619148,
-2,,0,0.458305061,-4.344982147,-4.336382389,
0,,2.860990524,0.461407423,-4.227285862,-4.231307507,
-50,,0,0.570028305,-4.303861141,-4.318816662,
-1,,2.945926428,0.647859454,-4.347481728,-4.362579346,
-3,,0,0.490069449,-4.246317863,-4.230306625,
-2,,2.842695713,0.606830478,-4.19814539,-4.189570904,
-1,,0,0.73377943,-4.378686428,-4.393438339,
-1,,2.840156078,0.545226097,-4.154463768,-4.190781116,
-2,,0,0.433064461,-4.30104351,-4.320788383,
-1,,3.038544178,0.471909881,-4.372526169,-4.348662853,
-1,,0,0.529196262,-4.412923336,-4.35200882,
-2,,3.036481857,0.437258482,-4.398974419,-4.393267632,
-2,,0,0.426892221,-4.330535889,-4.384384632,
0,,2.861648798,0.526355147,-4.210728645,-4.285842896,
-2,,0,0.534639835,-4.385265827,-4.342761993,
-1,,3.074112654,0.43286413,-4.416546345,-4.327114105,
-1,,0,0.424460351,-4.125445366,-4.059268951,
0,,2.778731823,0.471179575,-4.205935478,-4.289186478,
-1,,0,0.547917128,-4.147400856,-4.267750263,
-3,,2.905179977,0.44097209,-4.304352283,-4.278586388,
-2,,0,0.453492552,-4.262385368,-4.16470623,
-2,,2.917878151,0.401699901,-4.274414063,-4.211652756,
0,,0,0.464231908,-4.366266251,-4.42998457,
-1,,2.836194038,0.530448496,-4.209816933,-4.282348633,
-3,,0,0.4962385,-4.228823662,-4.211134911,
-3,,3.027811289,0.510880232,-4.206225395,-4.115843773,
-1,,0,0.552221119,-4.389627457,-4.33104229,
-3,,3.219841719,0.503386497,-4.37677002,-4.452214241,
-3,,0,0.525303423,-4.29338789,-4.413539886,
-2,,2.981482983,0.506726384,-4.267421722,-4.29028511,
0,,0,0.591583192,-4.321125984,-4.20121479,
-3,,3.155119419,0.441254616,-4.305181026,-4.260268211,
-2,,0,0.457520962,-4.41826725,-4.440611839,
-2,,2.972734928,0.465307951,-4.248685837,-4.32681036,
0,,0,0.493606985,-4.314191341,-4.307071686,
-2,,2.921800613,0.439323187,-4.20319128,-4.169378281,
0,,0,0.579625726,-4.265213966,-4.207008839,
-2,,3.431531429,0.379670471,-4.580622673,-4.592744827,
-2,,0,0.564051807,-4.358325481,-4.415119171,
-4,,3.03421402,0.614355445,-4.407392025,-4.434111595,
-3,,0,0.558918655,-3.900706768,-3.900443792,
-3,,3.115902424,0.554260015,-4.260517597,-4.183068275,
-2,,0,0.582679272,-4.386219978,-4.353864193,
-2,,2.971648216,0.477012753,-4.227142334,-4.234762192,
-50,,0,0.386990726,-4.510745049,-4.574835777,
-2,,2.915968895,0.431525528,-4.226231575,-4.222331047,
0,,0,0.415574312,-4.146811485,-4.134183884,
-2,,2.812644005,0.403917849,-4.178855896,-4.149074554,
-2,,0,0.457673818,-4.129843712,-4.144459724,
0,,3.296164036,0.466844559,-4.575597763,-4.644816399,
0,,0,0.571428001,-4.475446701,-4.489286423,
-3,,2.592902422,0.480730176,-4.082185745,-4.056267262,
0,,0,0.593539238,-4.216155052,-4.154593468,
-1,,3.003299713,0.5253613,-4.087120056,-4.092196465,
0,,0,0.537633896,-4.257839203,-4.330913544,
-2,,3.149151325,0.58356905,-4.475039959,-4.504383087,
-2,,0,0.523435831,-4.185082436,-4.114247322,
-3,,2.885955334,0.487914264,-4.208165169,-4.187989712,
0,,0,0.626244783,-4.215304375,-4.224179268,
-1,,3.058433533,0.457272947,-4.095916271,-4.200299263,
-2,,0,0.460083723,-4.371291161,-4.364679337,
-2,,3.148827076,0.488031477,-4.428726196,-4.366589069,
-2,,0,0.548997641,-4.135867596,-4.028720856,
-3,,2.922544718,0.492074847,-4.213841438,-4.234736443,
-1,,0,0.620714784,-4.233133316,-4.327652931,
-1,,3.220190287,0.471247554,-4.340761185,-4.395804405,
0,,0,0.472370923,-4.237724304,-4.211993217,
-4,,2.977144718,0.499442667,-4.283231735,-4.19138813,
-2,,0,0.434773147,-4.31381321,-4.261375904,
0,,2.951429844,0.408390731,-4.296541214,-4.338173866,
-2,,0,0.505828202,-4.072787762,-4.17562151,
-2,,2.902585268,0.501452684,-4.260225296,-4.247346878,
-2,,0,0.59743309,-4.273067474,-4.241409779,
-4,,3.113711119,0.452848047,-4.369492054,-4.360573292,
-3,,0,0.461817265,-4.12929678,-4.149885178,
-3,,2.85301733,0.583840609,-4.388273239,-4.404592991,
-3,,0,0.443833351,-4.474838257,-4.451179504,
-3,,2.793832302,0.540808976,-4.149634361,-4.126033783,
-2,,0,0.5439744,-4.201568127,-4.189403534,
-2,,2.826015949,0.472791672,-4.175575256,-4.195250511,
-2,,0,0.483376801,-4.277325153,-4.260119438,
-3,,3.005562544,0.48187539,-4.26392746,-4.250247478,33
-2,,0,0.559437692,-4.207318306,-4.195638657,
-3,,2.874595642,0.468710065,-4.171259403,-4.156795979,
-2,,0,0.520774603,-4.271759033,-4.2838974,
-1,,2.705253601,0.498042226,-4.00749445,-4.033446789,
-2,,0,0.465745717,-4.060904503,-4.096223831,
0,,2.982253075,0.462720215,-4.167233467,-4.155755043,
-2,,0,0.471885324,-4.36021328,-4.351987839,
-1,,2.922548294,0.478422493,-4.265869141,-4.269668102,
-2,,0,0.40223062,-4.288869381,-4.2642169,
-2,,2.821334362,0.425799906,-4.170361042,-4.199364662,
-3,,0,0.405762583,-4.276631832,-4.285262108,
-1,,2.979408264,0.570174396,-4.260355473,-4.263465405,
-2,,0,0.534339786,-4.302036285,-4.246034145,
-3,,2.918999672,0.39176026,-4.223995209,-4.207327366,
-1,,0,0.463831306,-4.28252697,-4.318488598,
-3,,2.862295628,0.568536401,-4.292660713,-4.329855919,
-3,,0,0.47831285,-4.445276737,-4.437363625,
-1,,2.737855434,0.52831161,-4.030082226,-4.023814201,
-1,,0,0.562442899,-4.173111916,-4.178639889,
-2,,2.921067715,0.390374511,-4.176440239,-4.178324699,
-2,,0,0.499099016,-4.202601433,-4.182575703,
-3,,2.705938339,0.433941424,-4.169542313,-4.161551476,
-1,,0,0.576336801,-4.273663998,-4.260167122,
-2,,2.935060501,0.508288324,-4.188065529,-4.196568012,
-3,,0,0.487226427,-4.298025131,-4.318713188,
-2,,2.984956264,0.588962078,-4.426733017,-4.42663765,
-1,,0,0.360570908,-4.499826431,-4.51053381,
-1,,2.985559702,0.423119783,-4.491233826,-4.468408585,
-3,,0,0.630155206,-4.106591225,-4.129154205,
-2,,3.091114044,0.548801124,-4.285662174,-4.280499935,
-2,,0,0.51025188,-4.313031197,-4.294131279,
-3,,2.95386219,0.480114698,-4.363145828,-4.359212875,
0,,0,0.3807019,-4.294868946,-4.316607475,
-1,,3.029457092,0.408827901,-4.387714863,-4.37886095,
-3,,0,0.437082648,-4.373470306,-4.379178047,
-3,,2.828789473,0.524113894,-4.140117645,-4.132984161,
-1,,0,0.427986592,-4.073060989,-4.112259865,
-1,,2.860234737,0.473285794,-4.274209023,-4.313138485,
-2,,0,0.429838508,-4.200526714,-4.153153896,
-3,,3.030967474,0.603139877,-4.290491104,-4.239725113,
-3,,0,0.575683117,-4.315039158,-4.307107925,
-1,,3.041228294,0.476256132,-4.308597565,-4.366146564,
-2,,0,0.500927329,-4.303426743,-4.311143875,
-3,,3.127821922,0.442320555,-4.349608421,-4.306296349,
-2,,0,0.499457687,-4.239892006,-4.220524788,
-1,,2.933007479,0.568268836,-4.152929306,-4.16399765,
-3,,0,0.424103081,-4.290513992,-4.300378323,
-2,,3.038861513,0.470568657,-4.325431347,-4.356663704,
